,img,label
3060,F:\DataSet\LEVIR\imageWithLabel\train\04361.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04361.txt
3061,F:\DataSet\LEVIR\imageWithLabel\train\04362.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04362.txt
3062,F:\DataSet\LEVIR\imageWithLabel\train\04363.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04363.txt
3063,F:\DataSet\LEVIR\imageWithLabel\train\04365.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04365.txt
3064,F:\DataSet\LEVIR\imageWithLabel\train\04367.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04367.txt
3065,F:\DataSet\LEVIR\imageWithLabel\train\04368.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04368.txt
3066,F:\DataSet\LEVIR\imageWithLabel\train\04369.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04369.txt
3067,F:\DataSet\LEVIR\imageWithLabel\train\04371.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04371.txt
3068,F:\DataSet\LEVIR\imageWithLabel\train\04372.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04372.txt
3069,F:\DataSet\LEVIR\imageWithLabel\train\04373.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04373.txt
3070,F:\DataSet\LEVIR\imageWithLabel\train\04374.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04374.txt
3071,F:\DataSet\LEVIR\imageWithLabel\train\04375.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04375.txt
3072,F:\DataSet\LEVIR\imageWithLabel\train\04377.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04377.txt
3073,F:\DataSet\LEVIR\imageWithLabel\train\04379.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04379.txt
3074,F:\DataSet\LEVIR\imageWithLabel\train\04381.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04381.txt
3075,F:\DataSet\LEVIR\imageWithLabel\train\04383.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04383.txt
3076,F:\DataSet\LEVIR\imageWithLabel\train\04384.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04384.txt
3077,F:\DataSet\LEVIR\imageWithLabel\train\04385.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04385.txt
3078,F:\DataSet\LEVIR\imageWithLabel\train\04386.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04386.txt
3079,F:\DataSet\LEVIR\imageWithLabel\train\04387.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04387.txt
3080,F:\DataSet\LEVIR\imageWithLabel\train\04388.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04388.txt
3081,F:\DataSet\LEVIR\imageWithLabel\train\04389.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04389.txt
3082,F:\DataSet\LEVIR\imageWithLabel\train\04391.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04391.txt
3083,F:\DataSet\LEVIR\imageWithLabel\train\04392.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04392.txt
3084,F:\DataSet\LEVIR\imageWithLabel\train\04393.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04393.txt
3085,F:\DataSet\LEVIR\imageWithLabel\train\04394.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04394.txt
3086,F:\DataSet\LEVIR\imageWithLabel\train\04395.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04395.txt
3087,F:\DataSet\LEVIR\imageWithLabel\train\04396.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04396.txt
3088,F:\DataSet\LEVIR\imageWithLabel\train\04398.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04398.txt
3089,F:\DataSet\LEVIR\imageWithLabel\train\04399.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04399.txt
3090,F:\DataSet\LEVIR\imageWithLabel\train\04401.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04401.txt
3091,F:\DataSet\LEVIR\imageWithLabel\train\04402.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04402.txt
3092,F:\DataSet\LEVIR\imageWithLabel\train\04404.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04404.txt
3093,F:\DataSet\LEVIR\imageWithLabel\train\04405.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04405.txt
3094,F:\DataSet\LEVIR\imageWithLabel\train\04406.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04406.txt
3095,F:\DataSet\LEVIR\imageWithLabel\train\04407.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04407.txt
3096,F:\DataSet\LEVIR\imageWithLabel\train\04408.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04408.txt
3097,F:\DataSet\LEVIR\imageWithLabel\train\04409.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04409.txt
3098,F:\DataSet\LEVIR\imageWithLabel\train\04413.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04413.txt
3099,F:\DataSet\LEVIR\imageWithLabel\train\04414.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04414.txt
3100,F:\DataSet\LEVIR\imageWithLabel\train\04415.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04415.txt
3101,F:\DataSet\LEVIR\imageWithLabel\train\04417.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04417.txt
3102,F:\DataSet\LEVIR\imageWithLabel\train\04418.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04418.txt
3103,F:\DataSet\LEVIR\imageWithLabel\train\04420.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04420.txt
3104,F:\DataSet\LEVIR\imageWithLabel\train\04422.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04422.txt
3105,F:\DataSet\LEVIR\imageWithLabel\train\04425.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04425.txt
3106,F:\DataSet\LEVIR\imageWithLabel\train\04426.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04426.txt
3107,F:\DataSet\LEVIR\imageWithLabel\train\04427.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04427.txt
3108,F:\DataSet\LEVIR\imageWithLabel\train\04428.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04428.txt
3109,F:\DataSet\LEVIR\imageWithLabel\train\04429.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04429.txt
3110,F:\DataSet\LEVIR\imageWithLabel\train\04430.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04430.txt
3111,F:\DataSet\LEVIR\imageWithLabel\train\04431.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04431.txt
3112,F:\DataSet\LEVIR\imageWithLabel\train\04434.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04434.txt
3113,F:\DataSet\LEVIR\imageWithLabel\train\04436.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04436.txt
3114,F:\DataSet\LEVIR\imageWithLabel\train\04437.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04437.txt
3115,F:\DataSet\LEVIR\imageWithLabel\train\04441.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04441.txt
3116,F:\DataSet\LEVIR\imageWithLabel\train\04442.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04442.txt
3117,F:\DataSet\LEVIR\imageWithLabel\train\04444.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04444.txt
3118,F:\DataSet\LEVIR\imageWithLabel\train\04445.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04445.txt
3119,F:\DataSet\LEVIR\imageWithLabel\train\04446.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04446.txt
3120,F:\DataSet\LEVIR\imageWithLabel\train\04448.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04448.txt
3121,F:\DataSet\LEVIR\imageWithLabel\train\04449.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04449.txt
3122,F:\DataSet\LEVIR\imageWithLabel\train\04451.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04451.txt
3123,F:\DataSet\LEVIR\imageWithLabel\train\04452.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04452.txt
3124,F:\DataSet\LEVIR\imageWithLabel\train\04454.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04454.txt
3125,F:\DataSet\LEVIR\imageWithLabel\train\04455.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04455.txt
3126,F:\DataSet\LEVIR\imageWithLabel\train\04456.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04456.txt
3127,F:\DataSet\LEVIR\imageWithLabel\train\04457.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04457.txt
3128,F:\DataSet\LEVIR\imageWithLabel\train\04458.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04458.txt
3129,F:\DataSet\LEVIR\imageWithLabel\train\04459.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04459.txt
3130,F:\DataSet\LEVIR\imageWithLabel\train\04460.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04460.txt
3131,F:\DataSet\LEVIR\imageWithLabel\train\04461.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04461.txt
3132,F:\DataSet\LEVIR\imageWithLabel\train\04462.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04462.txt
3133,F:\DataSet\LEVIR\imageWithLabel\train\04463.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04463.txt
3134,F:\DataSet\LEVIR\imageWithLabel\train\04464.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04464.txt
3135,F:\DataSet\LEVIR\imageWithLabel\train\04465.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04465.txt
3136,F:\DataSet\LEVIR\imageWithLabel\train\04466.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04466.txt
3137,F:\DataSet\LEVIR\imageWithLabel\train\04467.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04467.txt
3138,F:\DataSet\LEVIR\imageWithLabel\train\04468.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04468.txt
3139,F:\DataSet\LEVIR\imageWithLabel\train\04469.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04469.txt
3140,F:\DataSet\LEVIR\imageWithLabel\train\04470.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04470.txt
3141,F:\DataSet\LEVIR\imageWithLabel\train\04471.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04471.txt
3142,F:\DataSet\LEVIR\imageWithLabel\train\04472.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04472.txt
3143,F:\DataSet\LEVIR\imageWithLabel\train\04473.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04473.txt
3144,F:\DataSet\LEVIR\imageWithLabel\train\04474.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04474.txt
3145,F:\DataSet\LEVIR\imageWithLabel\train\04477.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04477.txt
3146,F:\DataSet\LEVIR\imageWithLabel\train\04478.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04478.txt
3147,F:\DataSet\LEVIR\imageWithLabel\train\04480.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04480.txt
3148,F:\DataSet\LEVIR\imageWithLabel\train\04482.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04482.txt
3149,F:\DataSet\LEVIR\imageWithLabel\train\04483.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04483.txt
3150,F:\DataSet\LEVIR\imageWithLabel\train\04484.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04484.txt
3151,F:\DataSet\LEVIR\imageWithLabel\train\04486.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04486.txt
3152,F:\DataSet\LEVIR\imageWithLabel\train\04487.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04487.txt
3153,F:\DataSet\LEVIR\imageWithLabel\train\04489.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04489.txt
3154,F:\DataSet\LEVIR\imageWithLabel\train\04492.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04492.txt
3155,F:\DataSet\LEVIR\imageWithLabel\train\04493.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04493.txt
3156,F:\DataSet\LEVIR\imageWithLabel\train\04494.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04494.txt
3157,F:\DataSet\LEVIR\imageWithLabel\train\04495.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04495.txt
3158,F:\DataSet\LEVIR\imageWithLabel\train\04496.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04496.txt
3159,F:\DataSet\LEVIR\imageWithLabel\train\04498.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04498.txt
3160,F:\DataSet\LEVIR\imageWithLabel\train\04499.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04499.txt
3161,F:\DataSet\LEVIR\imageWithLabel\train\04500.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04500.txt
3162,F:\DataSet\LEVIR\imageWithLabel\train\04501.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04501.txt
3163,F:\DataSet\LEVIR\imageWithLabel\train\04502.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04502.txt
3164,F:\DataSet\LEVIR\imageWithLabel\train\04503.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04503.txt
3165,F:\DataSet\LEVIR\imageWithLabel\train\04505.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04505.txt
3166,F:\DataSet\LEVIR\imageWithLabel\train\04506.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04506.txt
3167,F:\DataSet\LEVIR\imageWithLabel\train\04507.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04507.txt
3168,F:\DataSet\LEVIR\imageWithLabel\train\04509.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04509.txt
3169,F:\DataSet\LEVIR\imageWithLabel\train\04510.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04510.txt
3170,F:\DataSet\LEVIR\imageWithLabel\train\04511.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04511.txt
3171,F:\DataSet\LEVIR\imageWithLabel\train\04514.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04514.txt
3172,F:\DataSet\LEVIR\imageWithLabel\train\04515.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04515.txt
3173,F:\DataSet\LEVIR\imageWithLabel\train\04516.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04516.txt
3174,F:\DataSet\LEVIR\imageWithLabel\train\04518.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04518.txt
3175,F:\DataSet\LEVIR\imageWithLabel\train\04520.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04520.txt
3176,F:\DataSet\LEVIR\imageWithLabel\train\04521.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04521.txt
3177,F:\DataSet\LEVIR\imageWithLabel\train\04522.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04522.txt
3178,F:\DataSet\LEVIR\imageWithLabel\train\04523.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04523.txt
3179,F:\DataSet\LEVIR\imageWithLabel\train\04526.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04526.txt
3180,F:\DataSet\LEVIR\imageWithLabel\train\04528.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04528.txt
3181,F:\DataSet\LEVIR\imageWithLabel\train\04530.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04530.txt
3182,F:\DataSet\LEVIR\imageWithLabel\train\04532.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04532.txt
3183,F:\DataSet\LEVIR\imageWithLabel\train\04533.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04533.txt
3184,F:\DataSet\LEVIR\imageWithLabel\train\04534.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04534.txt
3185,F:\DataSet\LEVIR\imageWithLabel\train\04535.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04535.txt
3186,F:\DataSet\LEVIR\imageWithLabel\train\04536.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04536.txt
3187,F:\DataSet\LEVIR\imageWithLabel\train\04537.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04537.txt
3188,F:\DataSet\LEVIR\imageWithLabel\train\04539.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04539.txt
3189,F:\DataSet\LEVIR\imageWithLabel\train\04542.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04542.txt
3190,F:\DataSet\LEVIR\imageWithLabel\train\04543.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04543.txt
3191,F:\DataSet\LEVIR\imageWithLabel\train\04544.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04544.txt
3192,F:\DataSet\LEVIR\imageWithLabel\train\04545.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04545.txt
3193,F:\DataSet\LEVIR\imageWithLabel\train\04546.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04546.txt
3194,F:\DataSet\LEVIR\imageWithLabel\train\04549.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04549.txt
3195,F:\DataSet\LEVIR\imageWithLabel\train\04550.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04550.txt
3196,F:\DataSet\LEVIR\imageWithLabel\train\04551.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04551.txt
3197,F:\DataSet\LEVIR\imageWithLabel\train\04552.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04552.txt
3198,F:\DataSet\LEVIR\imageWithLabel\train\04554.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04554.txt
3199,F:\DataSet\LEVIR\imageWithLabel\train\04555.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04555.txt
3200,F:\DataSet\LEVIR\imageWithLabel\train\04556.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04556.txt
3201,F:\DataSet\LEVIR\imageWithLabel\train\04557.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04557.txt
3202,F:\DataSet\LEVIR\imageWithLabel\train\04560.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04560.txt
3203,F:\DataSet\LEVIR\imageWithLabel\train\04561.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04561.txt
3204,F:\DataSet\LEVIR\imageWithLabel\train\04562.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04562.txt
3205,F:\DataSet\LEVIR\imageWithLabel\train\04564.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04564.txt
3206,F:\DataSet\LEVIR\imageWithLabel\train\04565.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04565.txt
3207,F:\DataSet\LEVIR\imageWithLabel\train\04568.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04568.txt
3208,F:\DataSet\LEVIR\imageWithLabel\train\04570.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04570.txt
3209,F:\DataSet\LEVIR\imageWithLabel\train\04572.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04572.txt
3210,F:\DataSet\LEVIR\imageWithLabel\train\04573.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04573.txt
3211,F:\DataSet\LEVIR\imageWithLabel\train\04574.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04574.txt
3212,F:\DataSet\LEVIR\imageWithLabel\train\04577.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04577.txt
3213,F:\DataSet\LEVIR\imageWithLabel\train\04578.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04578.txt
3214,F:\DataSet\LEVIR\imageWithLabel\train\04580.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04580.txt
3215,F:\DataSet\LEVIR\imageWithLabel\train\04581.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04581.txt
3216,F:\DataSet\LEVIR\imageWithLabel\train\04582.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04582.txt
3217,F:\DataSet\LEVIR\imageWithLabel\train\04583.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04583.txt
3218,F:\DataSet\LEVIR\imageWithLabel\train\04585.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04585.txt
3219,F:\DataSet\LEVIR\imageWithLabel\train\04586.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04586.txt
3220,F:\DataSet\LEVIR\imageWithLabel\train\04587.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04587.txt
3221,F:\DataSet\LEVIR\imageWithLabel\train\04588.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04588.txt
3222,F:\DataSet\LEVIR\imageWithLabel\train\04589.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04589.txt
3223,F:\DataSet\LEVIR\imageWithLabel\train\04590.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04590.txt
3224,F:\DataSet\LEVIR\imageWithLabel\train\04591.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04591.txt
3225,F:\DataSet\LEVIR\imageWithLabel\train\04592.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04592.txt
3226,F:\DataSet\LEVIR\imageWithLabel\train\04593.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04593.txt
3227,F:\DataSet\LEVIR\imageWithLabel\train\04595.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04595.txt
3228,F:\DataSet\LEVIR\imageWithLabel\train\04596.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04596.txt
3229,F:\DataSet\LEVIR\imageWithLabel\train\04597.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04597.txt
3230,F:\DataSet\LEVIR\imageWithLabel\train\04599.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04599.txt
3231,F:\DataSet\LEVIR\imageWithLabel\train\04601.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04601.txt
3232,F:\DataSet\LEVIR\imageWithLabel\train\04602.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04602.txt
3233,F:\DataSet\LEVIR\imageWithLabel\train\04603.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04603.txt
3234,F:\DataSet\LEVIR\imageWithLabel\train\04605.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04605.txt
3235,F:\DataSet\LEVIR\imageWithLabel\train\04606.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04606.txt
3236,F:\DataSet\LEVIR\imageWithLabel\train\04607.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04607.txt
3237,F:\DataSet\LEVIR\imageWithLabel\train\04609.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04609.txt
3238,F:\DataSet\LEVIR\imageWithLabel\train\04610.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04610.txt
3239,F:\DataSet\LEVIR\imageWithLabel\train\04611.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04611.txt
3240,F:\DataSet\LEVIR\imageWithLabel\train\04612.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04612.txt
3241,F:\DataSet\LEVIR\imageWithLabel\train\04613.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04613.txt
3242,F:\DataSet\LEVIR\imageWithLabel\train\04614.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04614.txt
3243,F:\DataSet\LEVIR\imageWithLabel\train\04616.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04616.txt
3244,F:\DataSet\LEVIR\imageWithLabel\train\04618.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04618.txt
3245,F:\DataSet\LEVIR\imageWithLabel\train\04619.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04619.txt
3246,F:\DataSet\LEVIR\imageWithLabel\train\04620.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04620.txt
3247,F:\DataSet\LEVIR\imageWithLabel\train\04622.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04622.txt
3248,F:\DataSet\LEVIR\imageWithLabel\train\04626.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04626.txt
3249,F:\DataSet\LEVIR\imageWithLabel\train\04628.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04628.txt
3250,F:\DataSet\LEVIR\imageWithLabel\train\04630.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04630.txt
3251,F:\DataSet\LEVIR\imageWithLabel\train\04631.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04631.txt
3252,F:\DataSet\LEVIR\imageWithLabel\train\04633.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04633.txt
3253,F:\DataSet\LEVIR\imageWithLabel\train\04634.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04634.txt
3254,F:\DataSet\LEVIR\imageWithLabel\train\04635.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04635.txt
3255,F:\DataSet\LEVIR\imageWithLabel\train\04636.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04636.txt
3256,F:\DataSet\LEVIR\imageWithLabel\train\04638.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04638.txt
3257,F:\DataSet\LEVIR\imageWithLabel\train\04641.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04641.txt
3258,F:\DataSet\LEVIR\imageWithLabel\train\04642.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04642.txt
3259,F:\DataSet\LEVIR\imageWithLabel\train\04643.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04643.txt
3260,F:\DataSet\LEVIR\imageWithLabel\train\04644.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04644.txt
3261,F:\DataSet\LEVIR\imageWithLabel\train\04646.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04646.txt
3262,F:\DataSet\LEVIR\imageWithLabel\train\04647.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04647.txt
3263,F:\DataSet\LEVIR\imageWithLabel\train\04650.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04650.txt
3264,F:\DataSet\LEVIR\imageWithLabel\train\04651.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04651.txt
3265,F:\DataSet\LEVIR\imageWithLabel\train\04653.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04653.txt
3266,F:\DataSet\LEVIR\imageWithLabel\train\04654.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04654.txt
3267,F:\DataSet\LEVIR\imageWithLabel\train\04655.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04655.txt
3268,F:\DataSet\LEVIR\imageWithLabel\train\04657.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04657.txt
3269,F:\DataSet\LEVIR\imageWithLabel\train\04658.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04658.txt
3270,F:\DataSet\LEVIR\imageWithLabel\train\04659.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04659.txt
3271,F:\DataSet\LEVIR\imageWithLabel\train\04661.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04661.txt
3272,F:\DataSet\LEVIR\imageWithLabel\train\04663.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04663.txt
3273,F:\DataSet\LEVIR\imageWithLabel\train\04664.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04664.txt
3274,F:\DataSet\LEVIR\imageWithLabel\train\04665.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04665.txt
3275,F:\DataSet\LEVIR\imageWithLabel\train\04666.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04666.txt
3276,F:\DataSet\LEVIR\imageWithLabel\train\04667.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04667.txt
3277,F:\DataSet\LEVIR\imageWithLabel\train\04670.jpg,F:\DataSet\LEVIR\imageWithLabel\train\04670.txt
