,img,label
1133,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF1D_20190902.txt
1134,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF1_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF1_20190924.txt
1135,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF2_20190529.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF2_20190529.txt
1136,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_GF6_20190926.txt
1137,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1070_ZY302_20191005.txt
1138,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1B_20190316.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1B_20190316.txt
1139,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1C_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1C_20190326.txt
1140,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1D_20190515.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1D_20190515.txt
1141,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1_20190618.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF1_20190618.txt
1142,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF2_20190905.txt
1143,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF6_20190731.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_GF6_20190731.txt
1144,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1072_ZY302_20190703.txt
1145,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1B_20190223.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1B_20190223.txt
1146,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1C_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1C_20190925.txt
1147,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1D_20190906.txt
1148,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF1_20191112.txt
1149,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF2_20190929.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF2_20190929.txt
1150,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF6_20190714.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_GF6_20190714.txt
1151,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1077_ZY302_20191015.txt
1152,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1B_20181109.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1B_20181109.txt
1153,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1C_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1C_20190326.txt
1154,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1_20180908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF1_20180908.txt
1155,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF2_20191014.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF2_20191014.txt
1156,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_GF6_20191021.txt
1157,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_ZY302_20190307.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1078_ZY302_20190307.txt
1158,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1B_20181007.txt
1159,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1C_20190321.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1C_20190321.txt
1160,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1D_20181206.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1D_20181206.txt
1161,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF1_20190928.txt
1162,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF2_20180316.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF2_20180316.txt
1163,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF6_20191209.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_GF6_20191209.txt
1164,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1088_ZY302_20191005.txt
1165,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1B_20190704.txt
1166,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1C_20190917.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1C_20190917.txt
1167,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1D_20191201.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1D_20191201.txt
1168,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF1_20190928.txt
1169,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF2_20190524.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF2_20190524.txt
1170,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_GF6_20190926.txt
1171,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_ZY302_20190416.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1090_ZY302_20190416.txt
1172,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1B_20190704.txt
1173,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1C_20190701.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1C_20190701.txt
1174,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1D_20190906.txt
1175,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF1_20191112.txt
1176,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF2_20171005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF2_20171005.txt
1177,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF6_20190624.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_GF6_20190624.txt
1178,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1091_ZY302_20191015.txt
1179,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1B_20190422.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1B_20190422.txt
1180,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1D_20191111.txt
1181,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1_20190908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF1_20190908.txt
1182,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF2_20190905.txt
1183,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF6_20190731.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_GF6_20190731.txt
1184,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1093_ZY302_20190703.txt
1185,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1B_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1B_20191112.txt
1186,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1C_20190321.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1C_20190321.txt
1187,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1D_20181206.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1D_20181206.txt
1188,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF1_20190924.txt
1189,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF2_20180316.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF2_20180316.txt
1190,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF6_20191213.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_GF6_20191213.txt
1191,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_ZY302_20181016.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1095_ZY302_20181016.txt
1192,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1B_20190316.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1B_20190316.txt
1193,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1C_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1C_20190326.txt
1194,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1D_20191111.txt
1195,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1_20190908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF1_20190908.txt
1196,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF2_20190905.txt
1197,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_GF6_20191021.txt
1198,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1096_ZY302_20190703.txt
1199,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1B_20190430.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1B_20190430.txt
1200,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1C_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1C_20190326.txt
1201,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1D_20191111.txt
1202,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1_20181207.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF1_20181207.txt
1203,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF2_20190905.txt
1204,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_GF6_20191021.txt
1205,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_ZY302_20190317.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1099_ZY302_20190317.txt
1206,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1B_20190528.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1B_20190528.txt
1207,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1C_20190509.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1C_20190509.txt
1208,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1D_20190906.txt
1209,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1_20191031.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF1_20191031.txt
1210,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF2_20190821.txt
1211,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF6_20190603.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_GF6_20190603.txt
1212,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1106_ZY302_20191015.txt
1213,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1B_20190704.txt
1214,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1C_20190509.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1C_20190509.txt
1215,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1D_20190906.txt
1216,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1_20191108.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF1_20191108.txt
1217,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF2_20191009.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF2_20191009.txt
1218,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_GF6_20190926.txt
1219,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_ZY302_20180427.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1109_ZY302_20180427.txt
1220,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1B_20190223.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1B_20190223.txt
1221,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1C_20191109.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1C_20191109.txt
1222,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1D_20190906.txt
1223,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1_20191108.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF1_20191108.txt
1224,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF2_20190929.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF2_20190929.txt
1225,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF6_20190624.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_GF6_20190624.txt
1226,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1113_ZY302_20191015.txt
1227,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF1D_20190801.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF1D_20190801.txt
1228,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF2_20190905.txt
1229,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF6_20190723.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_GF6_20190723.txt
1230,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1117_ZY302_20190703.txt
1231,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1B_20181007.txt
1232,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1C_20190730.txt
1233,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1D_20190902.txt
1234,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF1_20190928.txt
1235,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF2_20190529.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF2_20190529.txt
1236,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_GF6_20190926.txt
1237,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1123_ZY302_20191005.txt
1238,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1B_20190704.txt
1239,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1C_20190917.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1C_20190917.txt
1240,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1D_20190902.txt
1241,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1_20190528.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF1_20190528.txt
1242,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF2_20190623.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF2_20190623.txt
1243,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_GF6_20190926.txt
1244,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1142_ZY302_20191005.txt
1245,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1B_20181007.txt
1246,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1C_20190730.txt
1247,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1D_20190902.txt
1248,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1_20180729.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF1_20180729.txt
1249,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF2_20180821.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF2_20180821.txt
1250,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_GF6_20190926.txt
1251,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1143_ZY302_20191005.txt
1252,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1B_20181007.txt
1253,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1C_20190730.txt
1254,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1D_20190906.txt
1255,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1_20190125.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF1_20190125.txt
1256,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF2_20170905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF2_20170905.txt
1257,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_GF6_20190926.txt
1258,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_ZY302_20181011.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1147_ZY302_20181011.txt
1259,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1B_20181007.txt
1260,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1C_20190730.txt
1261,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1D_20190902.txt
1262,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1_20190125.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF1_20190125.txt
1263,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_GF6_20190926.txt
1264,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1150_ZY302_20191005.txt
1265,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1B_20190528.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1B_20190528.txt
1266,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1C_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1C_20190925.txt
1267,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1_20181002.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF1_20181002.txt
1268,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF2_20190622.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF2_20190622.txt
1269,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF6_20190714.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_GF6_20190714.txt
1270,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_ZY302_20190827.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\1152_ZY302_20190827.txt
